Name,Glossary,Rules,内含规则,所属规则
简介,Introduction,,"介绍 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BB%8B%E7%BB%8D%201bed619a067b807db976d8c731cc8d46.csv), 玩家 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%8E%A9%E5%AE%B6%201b3d619a067b805cb720c54529e09508.csv), 主持人 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%BB%E6%8C%81%E4%BA%BA%201b3d619a067b80c9ad40cd30502c5e9f.csv), 关系 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B3%E7%B3%BB%201b3d619a067b8094a764f9ce3ff4b8c5.csv), 规则 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%84%E5%88%99%201b3d619a067b80b48b72cb7c62cb1c25.csv), 如何游戏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A6%82%E4%BD%95%E6%B8%B8%E6%88%8F%201b3d619a067b80199703f1f0e08a8af4.csv), 效果 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%95%88%E6%9E%9C%201ced619a067b80929de8f2cc0076ad64.csv), 常用计算 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B8%B8%E7%94%A8%E8%AE%A1%E7%AE%97%201b3d619a067b801b8bdff9c5997543c7.csv), 掷骰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8E%B7%E9%AA%B0%201b3d619a067b80f89c53e38483e535c4.csv)",
玩家,Player,,,简介 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AE%80%E4%BB%8B%201b3d619a067b8013924acffdef02e737.csv)
主持人,Host,,,简介 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AE%80%E4%BB%8B%201b3d619a067b8013924acffdef02e737.csv)
关系,Relationships,,"友善 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8F%8B%E5%96%84%201b3d619a067b809cb37fcd49cb39e910.csv), 中立 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%AD%E7%AB%8B%201b3d619a067b80f38c3fdfd547f22d74.csv), 敌对 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%95%8C%E5%AF%B9%201b3d619a067b8006aaf0d78a403a8691.csv)",简介 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AE%80%E4%BB%8B%201b3d619a067b8013924acffdef02e737.csv)
友善,Friendly,,,关系 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B3%E7%B3%BB%201b3d619a067b8094a764f9ce3ff4b8c5.csv)
敌对,Hostile,,,关系 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B3%E7%B3%BB%201b3d619a067b8094a764f9ce3ff4b8c5.csv)
中立,Neutral,,,关系 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B3%E7%B3%BB%201b3d619a067b8094a764f9ce3ff4b8c5.csv)
介绍,A Quick Intro,,,简介 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AE%80%E4%BB%8B%201b3d619a067b8013924acffdef02e737.csv)
角色构成,Things About a Character,,"角色 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%92%E8%89%B2%201b3d619a067b801b8c3fee60f31a5235.csv), 生物 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%94%9F%E7%89%A9%201b3d619a067b80d0bbe1d113bf20ff1f.csv), 角色卡 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%92%E8%89%B2%E5%8D%A1%201b3d619a067b80d0af60ece9e068049f.csv), 预设角色 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A2%84%E8%AE%BE%E8%A7%92%E8%89%B2%201b3d619a067b80caabdfd7e3a3ee3e7e.csv), 特征 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%B9%E5%BE%81%201b3d619a067b80d38de2c2a59fe67ae2.csv), 属性 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B1%9E%E6%80%A7%201b3d619a067b804ca28edff3c446c0da.csv), 防护 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%B2%E6%8A%A4%201b3d619a067b806e8bd4c7265f5a00fa.csv), 潜能 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%BD%9C%E8%83%BD%201b3d619a067b80c2bdb4c721adc30021.csv), 能力 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%BD%E5%8A%9B%201b3d619a067b80139849d21869c19f49.csv), 物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E5%93%81%201b3d619a067b803f863edfb283e94d9a.csv)",
角色,Characters,,"玩家角色 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%8E%A9%E5%AE%B6%E8%A7%92%E8%89%B2%201b3d619a067b807fab71f5f94b806a70.csv), 非玩家角色 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9D%9E%E7%8E%A9%E5%AE%B6%E8%A7%92%E8%89%B2%201b3d619a067b80638eb8f168db556509.csv)",角色构成 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%92%E8%89%B2%E6%9E%84%E6%88%90%201b3d619a067b80d287aed4f16574052e.csv)
属性,Attribute Scores,,"强壮 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%BC%BA%E5%A3%AE%201b3d619a067b8018b6a6d9d43490bbdc.csv), 活力 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B4%BB%E5%8A%9B%201b3d619a067b805391c0d92f6a9c2e06.csv), 精神 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%B2%BE%E7%A5%9E%201b3d619a067b800a8da5d96dd60be2b1.csv), 受训属性 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8F%97%E8%AE%AD%E5%B1%9E%E6%80%A7%201b3d619a067b80bc8952cb29d275a273.csv), 基础属性 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9F%BA%E7%A1%80%E5%B1%9E%E6%80%A7%201b3d619a067b809b9942c3034fa32a96.csv), 临时属性 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%B4%E6%97%B6%E5%B1%9E%E6%80%A7%201b3d619a067b808d9e1bd35e8e97de5c.csv), 属性骰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B1%9E%E6%80%A7%E9%AA%B0%201b3d619a067b80d2a1ebea63149d92fb.csv), 无效属性 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%A0%E6%95%88%E5%B1%9E%E6%80%A7%201b3d619a067b8017ada4d9f957b4e0ce.csv)",角色构成 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%92%E8%89%B2%E6%9E%84%E6%88%90%201b3d619a067b80d287aed4f16574052e.csv)
防护,Protection Scores,,"物理防护 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E7%90%86%E9%98%B2%E6%8A%A4%201b3d619a067b80c19591fe2842823469.csv), 侵蚀防护 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BE%B5%E8%9A%80%E9%98%B2%E6%8A%A4%201b3d619a067b803db0cfccaf34b5fceb.csv), 灵异防护 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%81%B5%E5%BC%82%E9%98%B2%E6%8A%A4%201b3d619a067b80788307ebd9e41c53cb.csv), 免疫 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%8D%E7%96%AB%201b3d619a067b8069bdcbd9075bb95b75.csv)",角色构成 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%92%E8%89%B2%E6%9E%84%E6%88%90%201b3d619a067b80d287aed4f16574052e.csv)
潜能,Potentiality,,"实力 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%AE%9E%E5%8A%9B%201b3d619a067b8073876ddd6dc932b4b1.csv), 初始潜能 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%88%9D%E5%A7%8B%E6%BD%9C%E8%83%BD%201c0d619a067b80c79ecadb0ea7bcc7a8.csv)",角色构成 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%92%E8%89%B2%E6%9E%84%E6%88%90%201b3d619a067b80d287aed4f16574052e.csv)
能力,Ability,,"能力等级 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%BD%E5%8A%9B%E7%AD%89%E7%BA%A7%201b3d619a067b80458d95f892e3eb67c7.csv), 获得能力 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%8E%B7%E5%BE%97%E8%83%BD%E5%8A%9B%201b3d619a067b8027ba38e2c1caf9d84b.csv), 放弃能力 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BE%E5%BC%83%E8%83%BD%E5%8A%9B%201b3d619a067b80268e87e73d5bff6e1e.csv), 能力作用 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%BD%E5%8A%9B%E4%BD%9C%E7%94%A8%201b3d619a067b80dc8bc6e50b0d9f7a33.csv), 能力类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%BD%E5%8A%9B%E7%B1%BB%E5%9E%8B%201b3d619a067b8061a2f4ce7a2d5ce1ca.csv)",角色构成 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%92%E8%89%B2%E6%9E%84%E6%88%90%201b3d619a067b80d287aed4f16574052e.csv)
物品,Items,,"携带 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%90%BA%E5%B8%A6%201b3d619a067b80eba1bde9b8208d9313.csv), 装备 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A3%85%E5%A4%87%201b3d619a067b80f99057fe3412922dd5.csv), 加装 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8A%A0%E8%A3%85%201b3d619a067b8046978ac32c46f0bce4.csv), 使用 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BD%BF%E7%94%A8%201b3d619a067b80bbbbacd6817c707325.csv), 装填 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A3%85%E5%A1%AB%201b3d619a067b802780a7f5d5de199883.csv), 交换 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BA%A4%E6%8D%A2%201b3d619a067b802e95c4fc4181050705.csv), 丢弃 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%A2%E5%BC%83%201b3d619a067b8092ad1ce0f165f197de.csv), 拾取 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8B%BE%E5%8F%96%201b3d619a067b8096a348f1c8f46695d6.csv), 销毁 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%94%80%E6%AF%81%201b3d619a067b80eea73dded4e8ad308f.csv), 制造 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%88%B6%E9%80%A0%201b3d619a067b801fa93ed39d82423e41.csv), 价值 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BB%B7%E5%80%BC%201b3d619a067b802da10cc6f1c13b92c1.csv), 腐坏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%85%90%E5%9D%8F%201b3d619a067b8039b1fecba63b680faf.csv), 规格 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%84%E6%A0%BC%201b3d619a067b80f6876ce01b983501a0.csv), 物品类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E5%93%81%E7%B1%BB%E5%9E%8B%201b3d619a067b8063bc84f2a21508a227.csv)",角色构成 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A7%92%E8%89%B2%E6%9E%84%E6%88%90%201b3d619a067b80d287aed4f16574052e.csv)
时间与行动,Time and Actions,,"行动成功 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%8C%E5%8A%A8%E6%88%90%E5%8A%9F%201b8d619a067b801283dccf2cb5d5b121.csv), 行动失败 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%8C%E5%8A%A8%E5%A4%B1%E8%B4%A5%201b8d619a067b80a7b45ffcc04ed1cfd3.csv), 简述过程 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AE%80%E8%BF%B0%E8%BF%87%E7%A8%8B%201b3d619a067b80df82dfd6601c10c345.csv), 叙事过程 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8F%99%E4%BA%8B%E8%BF%87%E7%A8%8B%201b3d619a067b80e7a942d3ca0dce9e86.csv), 瞬息过程 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9E%AC%E6%81%AF%E8%BF%87%E7%A8%8B%201b3d619a067b80aaa52efa8a891fe3ad.csv)",
行动成功,Action Succeed,,,时间与行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%B6%E9%97%B4%E4%B8%8E%E8%A1%8C%E5%8A%A8%201b3d619a067b80209027d388b1ab4250.csv)
位置与距离,Position and Distance,,"测距 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%8B%E8%B7%9D%201b3d619a067b808aa10ff243fe1f283a.csv), 区域 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8C%BA%E5%9F%9F%201b3d619a067b8095b834d727f12aea21.csv), 方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%96%B9%E4%BD%8D%201b3d619a067b80528c99ca3c22e06079.csv), 感知与潜藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%E4%B8%8E%E6%BD%9C%E8%97%8F%201b3d619a067b80abaa16dc6178d8ae0b.csv), 移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv), 姿势 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A7%BF%E5%8A%BF%201b3d619a067b8047aba0ea5cdf73db89.csv)",
攻与防,Offense and Defense,,"攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%201b5d619a067b80ab8482e091a267f3f3.csv), 武器攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%E6%94%BB%E5%87%BB%201b4d619a067b8029b0ffd6b299c9ec5b.csv), 攻击掷骰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E6%8E%B7%E9%AA%B0%201b4d619a067b80299a42f43fa6c00c03.csv), 攻击类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E7%B1%BB%E5%9E%8B%201b4d619a067b808fb1a6fdd528e09d5e.csv), 防护减免 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%B2%E6%8A%A4%E5%87%8F%E5%85%8D%201b4d619a067b80d9bcddf74f59410326.csv), 防御 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%B2%E5%BE%A1%201b4d619a067b80c1b469edf3fc8d5ea0.csv), 命中 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%91%BD%E4%B8%AD%201b4d619a067b805b9ae6f266211ce9d3.csv), 未命中 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9C%AA%E5%91%BD%E4%B8%AD%201b4d619a067b8046b3a1f2cb05d30184.csv), 造成伤害 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%80%A0%E6%88%90%E4%BC%A4%E5%AE%B3%201b4d619a067b8092a3a9d4c4494aea00.csv)",
攻击,Attacks,,多段攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A4%9A%E6%AE%B5%E6%94%BB%E5%87%BB%201b4d619a067b80cfbc86c493fd354304.csv),攻与防 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E4%B8%8E%E9%98%B2%201b4d619a067b80c4bbd1eaee6748c380.csv)
生与死,Life and Death,,"昏迷 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%98%8F%E8%BF%B7%201b4d619a067b80c58d9effaf207db6c8.csv), 死亡 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%BB%E4%BA%A1%201b4d619a067b809988d9f10a205eb317.csv), 休息 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BC%91%E6%81%AF%201b4d619a067b8047a261d7edd6bb5433.csv), 补给 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%A5%E7%BB%99%201b4d619a067b80af8498c52f7b266b26.csv)",
主持战斗,Hosting Combat,,"战斗强度 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%88%98%E6%96%97%E5%BC%BA%E5%BA%A6%201b4d619a067b80a2a3efe0dcbc1ce7e7.csv), 胜利 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%9C%E5%88%A9%201b4d619a067b8023b88ccb0f41aaa534.csv), 失败 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A4%B1%E8%B4%A5%201b4d619a067b80658821d30497773be3.csv)",
环境要素,Environment,扩展,"物体 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E4%BD%93%201c7d619a067b808289caf9dde07e1eca.csv), 物资 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E8%B5%84%201d2d619a067b80cbbd6fd122d66cfca7.csv), 危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)",
物体,Objects,,"耐久 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%80%90%E4%B9%85%201b4d619a067b80aab4a5e1c2fbe8bf5b.csv), 物体防护 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E4%BD%93%E9%98%B2%E6%8A%A4%201b4d619a067b80fea648db4711d8a0a5.csv)",环境要素 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%8E%AF%E5%A2%83%E8%A6%81%E7%B4%A0%201b4d619a067b800bbe9ad43d1653d66a.csv)
危险环境,Hazards,扩展,"溺水 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%BA%BA%E6%B0%B4%201b4d619a067b800a9357d86c125290e8.csv), 流沙 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%81%E6%B2%99%201b4d619a067b80d1b84dc57881530168.csv), 泥沼 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B3%A5%E6%B2%BC%201b4d619a067b80f0b427f5c9b5976b18.csv), 腐蚀液 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%85%90%E8%9A%80%E6%B6%B2%201b4d619a067b80d0807aec3847beceda.csv), 沸水 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B2%B8%E6%B0%B4%201b4d619a067b8052821ce9badad3b3d7.csv), 熔岩 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%86%94%E5%B2%A9%201b4d619a067b80a981e2e3fe8bfd35db.csv), 严寒 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%A5%E5%AF%92%201b4d619a067b8031b2ffefe79b81a902.csv), 炎热 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%82%8E%E7%83%AD%201b4d619a067b80058c4ee33842410124.csv)",环境要素 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%8E%AF%E5%A2%83%E8%A6%81%E7%B4%A0%201b4d619a067b800bbe9ad43d1653d66a.csv)
失败,Losing,,"逃跑 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%80%83%E8%B7%91%201b4d619a067b80bc967ac289cc8ab21f.csv), 追杀 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BF%BD%E6%9D%80%201b4d619a067b80abbaedff39a474815c.csv)",主持战斗 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%BB%E6%8C%81%E6%88%98%E6%96%97%201b4d619a067b80c8831ac00aa8072446.csv)
胜利,Winning,,"潜能奖励 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%BD%9C%E8%83%BD%E5%A5%96%E5%8A%B1%201b4d619a067b80808179c2e33b901016.csv), 战利品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%88%98%E5%88%A9%E5%93%81%201b4d619a067b80d783a8f5394ea87e1e.csv)",主持战斗 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%BB%E6%8C%81%E6%88%98%E6%96%97%201b4d619a067b80c8831ac00aa8072446.csv)
战斗强度,Combat Intensity,,,主持战斗 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%BB%E6%8C%81%E6%88%98%E6%96%97%201b4d619a067b80c8831ac00aa8072446.csv)
补给,Replenishing,扩展,"进食 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BF%9B%E9%A3%9F%201b4d619a067b80d88662c0771da52fa7.csv), 饮水 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%AE%E6%B0%B4%201b4d619a067b80959c3be0132ac8c957.csv), 睡眠 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9D%A1%E7%9C%A0%201b4d619a067b8055b62bfe5badddc625.csv), 饥饿 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%A5%E9%A5%BF%201b4d619a067b804c869deaa94d25b35f.csv), 干渴 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B9%B2%E6%B8%B4%201b4d619a067b80cc82ecc56a530e0f4c.csv), 困乏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9B%B0%E4%B9%8F%201b4d619a067b80f697c7d48efa599365.csv)",生与死 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%94%9F%E4%B8%8E%E6%AD%BB%201b4d619a067b80ecbc31ca892fe2b8bd.csv)
休息,Resting,,充分休息 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%85%E5%88%86%E4%BC%91%E6%81%AF%201b5d619a067b80e2b5fed1c29a10f820.csv),生与死 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%94%9F%E4%B8%8E%E6%AD%BB%201b4d619a067b80ecbc31ca892fe2b8bd.csv)
